issueKey,cluster,title
MDL-42767,16,Notes for deleted courses causes error
MDL-42797,16,Guest access displays exception error right after upgrade process
MDL-42904,16,Self enrolment by group key does not work - until group settings are saved again
MDL-42973,16,Unknown component location
MDL-42995,16,Restored course has broken links in assignment description when viewed from calendar event
MDL-43106,16,Moodle 2.6 sends 2 Set-Cookie headers
MDL-43178,16,"Incorrect confirmation message appears on ""per-forum digest option"" screen"
MDL-43268,16,Undefined index: filter in /lib/outputrequirementslib.php
MDL-43314,16,"Running cron.php from CLI gives ""Moodle upgrade pending, cron execution suspended."""
MDL-43326,16,Cannot start a new attempt in Assignment (based on previous one)
MDL-43410,16,Docking blocks breaks Edit popup menu
MDL-43411,16,showfromothers / hidefromothers error shown strings are not present but uses_sections is false
MDL-43521,16,Admin bookmarks block doesn't work
MDL-43714,16,Notice:  Trying to get property of non-object in lib/ajax/blocks.php on line 93
MDL-43725,16,Undefined variable $strlogs in Live logs
MDL-45652,16,"When restoring a backup, if no category or course is selected the page reloads with no error message"
MDL-45833,16,Debugging error when changing roles in category
MDL-46036,16,Exception is thrown if you try to download responses from a survey activity with no responses
MDL-46255,16,Purge all caches page did not call $PAGE->set_url(...) (Moodle 2.8)
MDL-46496,16,jquery ui css issue
MDL-46600,16,Import fails if grade import data contains nonexistent user
MDL-46748,16,Mathjax default SSL CDN address is down causing atto to fail to load
MDL-46902,16,When searching for a course that does not exist a non-sensical string is displayed.
MDL-51735,16,Veiwing a lesson before questions / pages are added results in an exception
MDL-53195,16,Undefined variable: coursecompetency warning in \tool_lp\api::get_user_competency_in_course()
MDL-54847,16,HTML audio tag removed from forum post
MDL-24287,17,Convert group members selector to Shifted YUI3 module.
MDL-28631,17,forbid use of cookies especially from javascript
MDL-31501,17,"New session infrastructure - file, database and memcached storage"
MDL-32917,17,Upgrade dateselector to use YUI3 calendar module
MDL-33057,17,Rewrite DND Upload to YUI module (performance)
MDL-36334,17,Add support for selected gallery modules
MDL-37145,17,Documentation for caching admin screens
MDL-38561,17,Convert filepickers and filemanagers to YUI modules
MDL-38771,17,$CFG->yuicomboloading prevents use of yui_combo.php
MDL-41071,17,Class plugininfo_mod does not cache in the right cache definition
MDL-41082,17,Portfolio instances are loaded when loading the user settings
MDL-41100,17,Caching get_plugin_list_with_file
MDL-41161,17,upgrade mod_chat from yui 2 to yui 3
MDL-41208,17,Update YUI to version 3.12.0
MDL-41289,17,create ajax method to get user pref
MDL-41437,17,missing plugins are not displayed on plugins overview page
MDL-41811,17,Load admin menus using AJAX when not on admin pages
MDL-42144,17,Improve Dynamic Loading in Repository filepicker
MDL-42152,17,import YUI 3.13.0
MDL-42438,17,new emulated simpleyui rollup does not load CSS for extra modules
MDL-42525,17,improve perf of core_plugin_manager::get_plugin_info()
MDL-43213,17,behat config settings and init code can be simplified
MDL-43323,17,Lazily load moodle-core-tooltip dependencies
MDL-43422,17,Move javascript-static.js to rollup
MDL-43524,17,Drop problematic global text caching
MDL-43525,17,Allow add-ons to include YUI gallery modules
MDL-43556,17,Rewrite comment JavaScript
MDL-43664,17,JavaScript breaks on IE <= 8
MDL-43856,17,Add a mathjax filter
MDL-43893,17,Remove YUI2 in group/*.js
MDL-44161,17,Modal Dialogues cause a jump in page position
MDL-44164,17,Refactor Atto code
MDL-44361,17,Update to YUI 3.15.0
MDL-44366,17,filter_glossary has the potential to be slow on large sites
MDL-44478,17,Remove duplicates in YUI rollup
MDL-44597,17,Add support for source maps with less.php
MDL-44844,17,Custom menu broken in all non-bootstrap themes.
MDL-44929,17,Update to YUI 3.17.2
MDL-45854,17,Define and document JavaScript output guide
MDL-45885,17,Decide and document output components
MDL-46058,17,Include YUI -proxy modules in rollup
MDL-46570,17,Convert gradebook javascript to a YUI module
MDL-46646,17,Optimise grader report
MDL-46661,17,Add dynamic loading of content
MDL-46774,17,Migrate row/column highlight code to YUI module
MDL-46907,17,Refactor user_button class to remove js methods
MDL-47280,17,Include YUI gallery modules properly
MDL-51870,17,"Use new ""ajax"" definition of external functions"
MDL-53152,17,lessc Less compilation computes variable mathematics at a different time
MDL-54915,17,Rendering concurrent Mustache templates with strings loses javascript
MDL-18229,18,Add grade item and student grades quick edit feature to the grader report
MDL-18770,18,Non-graded Assignment and Quizzes appear in the gradebook  and have Max Grade assigned
MDL-20250,18,"Add admin settings for disabling particular gradebook calculations, category overriding and grade minimum on the grader report"
MDL-25544,18,Improve Grader report user interface
MDL-30668,18,Prevent the grader report from storing serialized data in the user_preferences table
MDL-30852,18,user report grade view has inaccessible table
MDL-31379,18,Introduce new grading fields - dategraded and datesubmitted
MDL-33600,18,There is no checkbox to control sending feedback when grading an assignment
MDL-34321,18,Assignment only partially disappears when Teacher using role switch to Student submits assignment
MDL-34432,18,Assignment -teachers can no longer comment inline on online text
MDL-36003,18,Add event/logging when student views grades
MDL-36009,18,Gradebook table uses complex tables that are not accessible
MDL-36847,18,Prevent inaccurate feedback notifications where grade item hidden
MDL-36984,18,Assignment module should redirect after form submissions
MDL-37148,18,More webservices for Assignment
MDL-38628,18,New Assignment Module - Gives learners the top grade in a scale
MDL-38732,18,Graded course activity while editing gradebook causes unintentional overrides
MDL-39001,18,Unenroling and re-enrolling student causes inconsistent grade data
MDL-39569,18,Second student can't confirm assignment submission
MDL-39782,18,"Clean - Categories and Items, move grade item screen is squished."
MDL-40003,18,Assignment submission comments are not restored
MDL-40697,18,Add events for when a grade has been created/updated
MDL-40849,18,Assignment marking guide screen is laid out poorly in Clean
MDL-41062,18,Can not sort gradebook items.
MDL-41131,18,"Allow assignment plugins to ""just be on"""
MDL-41152,18,Clean / Bootstrap theme: Categories & Items page may be too wide to be usable
MDL-41534,18,Extra blank rows shown in Assignment Submissions screen and Participants screen
MDL-41819,18,Grades lost when editing in the grader report due to max_input_vars
MDL-42585,18,Refine capabilities that permit user to see assignments and the user feedbacks without ability to grade
MDL-42896,18,Grade update event
MDL-43197,18,Parent role only sees course total and no longer individual grades
MDL-43250,18,get_graders() matches potential graders from all groups
MDL-43306,18,Backup introduces duplicate gradeitem sortorders when restoring
MDL-43318,18,Editing feedback for a previous submission edits the feedback for the wrong user
MDL-43332,18,Automate MDLQA-317 Grades Automated functional tests
MDL-43605,18,"User Report In Grading shows all assignments, not only that of particular group"
MDL-43740,18,"Setting the ""Grade type"" of a manual grade item to ""None"" removes it from the Gradebook UI"
MDL-44149,18,Assignment resubmissions do not automatically reopen if using quick grading
MDL-44447,18,Grade - Add an option to export the total in letters
MDL-44832,18,mod_assign grading table menus do not show
MDL-44923,18,"The gradebook export xml format does not handle the settings ""Export new or updated grades only"""
MDL-45894,18,For students: a single page with all their course grades on it
MDL-46059,18,Editing LTI page invalid grade view
MDL-46175,18,Gradebook terminology improvements
MDL-46181,18,Usability improvements for grade export and import
MDL-46191,18,Develop new Gradebook history report
MDL-46546,18,CSV import of grades silently fails when malformed row(s) present
MDL-46547,18,Copy and paste import from excel into the gradebook.
MDL-46548,18,Improved interface for export of grades
MDL-46549,18,Robust previewing + update dry running for importing grade CSVs
MDL-46569,18,Migrate the history report to use table_sql
MDL-46572,18,Write a simple behat test for the history report
MDL-46574,18,Add the event grade_report_viewed for the history report
MDL-46595,18,Add behat tests
MDL-46597,18,Locked grade items don't update on grade import
MDL-46598,18,Robust handling of bad grade import data
MDL-46599,18,Importing null grade data clears existing grades
MDL-46603,18,Improve grade_scale class to support mapping to/from points and menu generation.
MDL-46604,18,Allow custom mappings of scale items -> points
MDL-46607,18,Update advanced grading methods to support new scales mapping.
MDL-46608,18,"Add an admin setting to make the use of a particular scale the ""default"" for all grading things (gradebook columns, activities etc)."
MDL-46609,18,Create an easy way to configure grade letters matching an existing scale.
MDL-46658,18,Prepare and integrate grader code from UCLA
MDL-46662,18,Accessibility improvements for gradereport course header and aggregation controls.
MDL-46678,18,Move sql in index.php to an api
MDL-46696,18,Implement backup and restore of the grades history
MDL-46732,18,Review and move AJAX grading code to YUI module
MDL-46736,18,Handle grades associated with deleted grade items in the history report
MDL-46818,18,Add form change checking to Gradebook setup page
MDL-46821,18,Category colours not matching in Gradebook User report
MDL-46825,18,Allow categories to be collapsed in the Gradebook setup page
MDL-46846,18,Grade export does not support grade display type anymore
MDL-46862,18,"Create a mockup/prototype of the simplified, combined Gradebook Setup page"
MDL-46967,18,Remove grade/lib.php update_field()
MDL-47022,18,"Implement ""Export since"" filter on grade export"
MDL-47025,18,Fix highlighting behaviour in the new grader report
MDL-47056,18,"Grader report displays ""error"" for single item in new course"
MDL-47064,18,Add contribution column to the user report
MDL-47358,18,Ensure changes to categories and effects on grade items are recorded in Grade history
MDL-47492,18,Add behat tests for displaying scales in gradebook
MDL-47520,18,Styling changes for gradebook design improvements
MDL-51962,18,Validate that the grade set in user_competency is valid
MDL-52861,18,The grading dialogue should show who is being graded
MDL-53070,18,Non-editing teachers missing view user competency capability
MDL-54796,18,Cannot switch between students in assignment grading interface
MDL-55066,18,Create a script to compare all grades for a 57% letter boundary problem.
MDL-37324,19,Import phpmailer 5.2.7
MDL-40107,19,Upgrade TCPDF to tcpdf_6_0_031
MDL-42496,19,backport MDL-41245 add-on installer redirection fix from master
MDL-42931,19,Decide Moodle 2.7 requirements and push them to environment.xml
MDL-43117,19,Add release column to Plugins Overview page
MDL-43503,19,Switch to paged results for LDAP
MDL-43604,19,add support for MariaDB 10.x
MDL-45070,19,add support for MariaDB 10.x from Ubuntu
MDL-45395,19,PHP-OLE is GPL-incompatible
MDL-45504,19,Decide Moodle 2.8 requirements and push them to environment.xml
MDL-47147,19,Review third party libraries for new versions
MDL-47294,19,Upgrade S3 library in repository_s3 to 0.5.1-dev for Moodle 2.8 release
MDL-47295,19,Upgrade AdoDB library to 5.19 for Moodle 2.8 release
MDL-47297,19,Upgrade Google APIs Client Library to 1.0.5 for Moodle 2.8 release
MDL-47298,19,Upgrade Compatible password hashing library for Moodle 2.8 release
MDL-47299,19,Upgrade PHPMailer to 5.2.9 for Moodle 2.8 release
MDL-47301,19,Upgrade Typo3 library to 4.7.19 for Moodle 2.8 release
MDL-47307,19,Upgrade Markdown to 1.4.1 for Moodle 2.8 release
MDL-48145,19,Decide Moodle 2.9 requirements and push them to environment.xml
MDL-49516,19,Upgrade S3 library in repository_s3 to 0.5.1-dev for Moodle 2.9 release
MDL-49517,19,Upgrade AdoDB library to 5.19 for Moodle 2.9 release
MDL-49519,19,Upgrade Google APIs Client Library to 1.1.2 for Moodle 2.9 release
MDL-49520,19,Upgrade Compatible password hashing library for Moodle 2.9 release
MDL-49521,19,Upgrade PHPMailer to 5.2.9 for Moodle 2.9 release
MDL-49523,19,Upgrade Typo3 library to ??? for Moodle 2.9 release
MDL-49528,19,Upgrade Markdown to 1.5.0 for Moodle 2.9 release
MDL-49533,19,Move alfresco repository to plugins DB
MDL-50182,19,Decide Moodle 3.0 requirements and push them to environment.xml
MDL-51580,19,Decide Moodle 3.1 requirements and push them to environment.xml (due date: 30/11/2015)
MDL-51758,19,Remove password_compat library
MDL-53019,19,Decide Moodle 3.2 requirements and push them to environment.xml (due date: 13/06/2016)
